id,station_name,street_address,city,province,latitude,longitude,ev_network,ev_dc_fast_count,ev_level2_evse_num,ev_connector_types,groups_with_access_code,access_days_time,open_date
170214,BRCC - Bécancour-de Port Royal - Shell,1610 Boulevard de Port Royal,Bécancour,Quebec,46.2919,-72.5402,Circuit électrique,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-12-16
188988,BRCC - Saint-Joseph-de-Beauce - SAQ,1021 avenue du Palais,St-Joseph-de-Beauce,Quebec,46.30291874,-70.87264427,Circuit électrique,3,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-04-30
87745,True North Chevrolet Cadillac,1370 Seymour St,North Bay,Ontario,46.308712,-79.438416,Non-Networked,2,0.0,J1772COMBO,Public,"8:30am-7pm M-Th, 8:30am-6pm F, 9am-5pm Sat; for customers only",2018-01-01
85200,Tim Horton's,114 Drury St,North Bay,Ontario,46.309826,-79.439781,Non-Networked,1,0.0,CHADEMO J1772COMBO,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2017-05-15
88688,Transit: 612 Mattawa,346 Main Street,Mattawa,Ontario,46.31777,-78.704294,EV Connect,1,0.0,CHADEMO J1772COMBO,Public,Unknown,2017-06-01
131075,BRCC - St-Donat-de-Montcalm - Stationnement municipal,413a rue Principale,Saint-Donat-de-Montcalm,Quebec,46.320011,-74.223046,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
156681,Hydro One Inc,630 Graham Dr,North Bay,Ontario,46.32186,-79.44538,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
131076,BRCC - Sainte-Émelie de l’Énergie,480 rue Desrosiers,Sainte-Émélie-de-l'Énergie,Quebec,46.323417,-73.642056,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
209323,Tous les jours,"6060, Boul. Jean Xxiii",Trois-Rivières,Quebec,46.33147171,-72.59544746,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
153457,Canadian Tire - Tesla Supercharger,890 McKeown Avenue,North Bay,Ontario,46.33226,-79.470873,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
149532,BRCC - Caisse Desjardins des Trois-Rivières,"5625, Boulevard Jean-XXIII",Trois-Rivières,Quebec,46.3335104,-72.5913364,Circuit électrique,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-11-26
131078,BRCC - Roulez Électrique,519 rue des Volontaires,Trois-Rivières,Quebec,46.343128,-72.545265,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
129850,Station Roulez Électrique,519 rue des Volontaires,Trois-Rivières,Quebec,46.343181,-72.545318,FLO,3,9.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
213341,UQTR P13 - BR 2 D.,"3351, boul. des Forges, C.P. 500",Trois-Rivières,Quebec,46.346609,-72.577786,ChargePoint Network,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-04-02
213342,UQTR P13 - BR 1 G.,"3351, boul. des Forges, C.P. 500",Trois-Rivières,Quebec,46.346673,-72.577789,ChargePoint Network,1,0.0,CHADEMO J1772COMBO,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2022-04-02
209348,Hydro One Inc,2 Migizii Miikan,North Bay,Ontario,46.35111064,-79.50154026,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
223636,Hydro One Inc.,2 Migizii Miikan,North Bay,Ontario,46.35111064,-79.50154026,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
189166,Trois-Rivieres,"3525, Boul. Des Forges",Trois-Rivieres,Quebec,46.35204,-72.58084,Electrify Canada,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-05-04
153242,efficiencyPEI - Souris,63 Main Street,Souris,Prince Edward Island,46.3554406,-62.2554874,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2020-02-01
191007,Trois-Rivières,525 rue Vachon,Trois-Rivières,Quebec,46.369023,-72.556148,Non-Networked,3,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
200701,BRCC - Trois-Rivieres (Cap-de-la-Madeleine) - 2,517 rue Vachon,Trois-Rivières,Quebec,46.369444,-72.55555,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-11-06
131081,509 rue Vachon,509 rue Vachon,Trois-Rivières,Quebec,46.370681,-72.555345,Circuit électrique,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
165697,BRCC - Maniwaki - Galeries Maniwaki,100 Rue Principale Sud,Maniwaki,Quebec,46.376751,-75.982585,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-08-28
210389,Tous les jours,"645, Boul. Thibeau",Cap-de-la-Madeleine,Quebec,46.382251,-72.546051,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
158176,IGA,645 boul. Thibeau,Trois-Rivières,Quebec,46.382847,-72.545953,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
231058,Transit: 57422 Elliot Lake,1 Manitoba Rd,Elliot Lake,Ontario,46.382869,-82.643252,EV Connect,1,0.0,CHADEMO J1772COMBO,Public,Unknown,2022-09-30
168111,BRCC - Villeroy- Halte service MTQ,Halte routière autoroute 20,Villeroy,Quebec,46.3891,-71.8436,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-11-03
167721,BRCC - Bécancour - Sonic,"3800, Boulevard Bécancour",Bécancour,Quebec,46.395723,-72.290999,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-10-23
200699,BRCC - Rivière-Rouge - Marché Raymond,1395 Rue L'Annonciation,Rivière-Rouge,Quebec,46.4013,-74.8665,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-11-06
153243,efficiencyPEI - Summerside,474 Granville Street,Summerside,Prince Edward Island,46.412715,-63.782886,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2020-02-01
156683,Hydro One Inc,25 White Rd,Sudbury,Ontario,46.4214965,-81.138559,Non-Networked,3,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
122318,SmartCentres Sudbury - Tesla Supercharger,2416 Long Lake Rd,Sudbury,Ontario,46.440506,-81.004739,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2019-03-01
210397,Tous les jours,"1000 Blv. Vachon , Nord",Ste-Marie-De-Beauce,Quebec,46.4507556,-71.02974384,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
147006,Petro-Canada EV Fast Charger,1810 Regent St,Sudbury,Ontario,46.453639,-81.00455,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-10-07
149429,BRCC - Saint-Alexis-des-Monts - Desjardins,"41, rue Richard",Saint-Alexis-des-Monts,Quebec,46.462096,-73.141311,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-11-22
131091,BRCC - St-Hubert - Sainte-Marie,655 Route Cameron,Ste-Marie-de-Beauce,Quebec,46.46915,-71.037935,Circuit électrique,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
190530,Lac-Saguay,279 route 117,Lac-Saguay,Quebec,46.499411,-75.145074,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
193722,BRCC - Lac Saguay - Crevier,279 Route 117,Lac Saguay,Quebec,46.4996,-75.1452,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-08-10
169687,Ivy - Sudbury,1338 Kingsway #1,Sudbury,Ontario,46.50455353,-80.95331039,IVY,3,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,2020-07-31
151977,Petro-Canada EV Fast Charger,713 Trunk Rd,Sault Ste. Marie,Ontario,46.5230528,-84.2703186,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-12-01
158298,Ivy - Sault Ste Marie,360 Great Northern Rd,Sault Ste Marie,Ontario,46.53718224,-84.31818115,IVY,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,2020-02-25
153440,The Water Tower Inn - Tesla Supercharger,360 Great Northern Road,Sault Ste. Marie,Ontario,46.538211,-84.316643,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
131095,BRCC - Tim Hortons - Laurier-Station,128 Boulevard Laurier,Laurier-Station,Quebec,46.538382,-71.636986,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
210220,Shell Canada Ltd,386 Great Northern Rd,Sault Ste. Marie,Ontario,46.53843827,-84.31825628,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
223363,Newfoundland Power Inc.,NL 90,Saint Marys,Newfoundland,46.54438,-53.34348,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
210411,Tous les jours,101 rue Hébert,Mont Laurier,Quebec,46.54979486,-75.48895547,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
158226,St. Hubert,1108 boul. Albiny Paquette,Mont-Laurier,Quebec,46.5508122,-75.4832444,Non-Networked,3,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-07-01
131097,BRCC - Comfort INN / La Cage Mont-Laurier,700 Boulevard Albiny Paquette,Mont-Laurier,Quebec,46.550849,-75.492385,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
167731,BRCC - Mont-Laurier - Saint-Hubert,"1108, boul. Albiny-Paquette",Mont-Laurier,Quebec,46.5511,-75.4807,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-10-23
163716,NSVW CHARGERS FAST CHARGER,851 Great Northern Rd,Sault Ste. Marie,Ontario,46.552036,-84.319537,ChargePoint Network,1,0.0,J1772COMBO,Public,24 hours daily,2020-06-30
145710,NBP - Tim Horton's,330 Main Street,Doaktown,New Brunswick,46.553773,-66.136237,eCharge Network,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2017-12-19
131114,BRCC - Desjardins - CdS Deschaillons-sur-St-Laurent,"100, 16e Avenue",Deschaillons-sur-Saint-Laurent,Quebec,46.555603,-72.11724,Circuit électrique,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
158177,IGA,1500 rue Trudel,Shawinigan,Quebec,46.55726,-72.747207,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
186095,BRCC - Sainte-Anne-de-la-Pérade - Info Touristique,"8, Rue Marcotte",Sainte-Anne-de-la-Pérade,Quebec,46.5715286,-72.2052626,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-03-11
186259,BRCC - Shawinigan - Place Biermans (Super station),"1553, Boulevard Hubert-Biermans",Shawinigan,Quebec,46.5748751,-72.7201403,Circuit électrique,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-03-16
158307,Place Biermans,1553 boul. Hubert-Biermans,Shawinigan,Quebec,46.57502513,-72.71923142,Circuit électrique,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-03-01
158077,IGA,1276 rue du Pont,St-Lambert de Lauzon,Quebec,46.592886,-71.204799,Non-Networked,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-09-01
167764,BRCC - Saint-Lambert-de-Lauzon-SAQ,"1256, Rue du Pont",Saint-Lambert-de-Lauzon,Quebec,46.5937265,-71.2062734,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-10-24
84194,Elmec,1141 2e Ave,Grand-Mere,Quebec,46.607265,-72.695275,Non-Networked,1,2.0,CHADEMO J1772,Public,24 hours daily,2013-06-15
222897,BRCC - Saint-Apollinaire - Shell,"386, Rue Laurier",Saint-Apollinaire,Quebec,46.6180617,-71.5151502,Circuit électrique,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-07-08
188992,BRCC - Sainte-Croix,"6377, Rue Garneau",Sainte-Croix,Quebec,46.6201442,-71.74239672,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-04-30
204638,BRCC - St-Damien - Couvent - rue commerciale,159A Rue Commerciale,St-Damien de Buckland,Quebec,46.625266,-70.659167,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-01-11
131109,BRCC - MTQ - Restaurant Le Chavigny - Deschambault,11 rue des Pins,Deschambault-Grondines,Quebec,46.639683,-71.99645,Circuit électrique,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
171293,BRCC - Deschambault -Normandin,139 2e Rang,Deschambault,Quebec,46.6444,-71.9984,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-01-14
145707,NBP - Needs Convenience and PetroCanada,12 Park Drive,Richibucto,New Brunswick,46.668073,-64.867061,eCharge Network,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2017-12-20
143839,BRCC - Lévis Crevier,1250 Chemin Craig,Saint-Nicolas,Quebec,46.674167,-71.344222,Circuit électrique,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-08-17
131112,BRCC - Municipalité de Saint-Michel-des-Saints - Hôtel de Ville,441 rue Brassard,Saint-Michel-des-Saints,Quebec,46.676197,-73.917558,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
155370,Petro-Canada Recharge Rapide VÉ / Petro-Canada EV Fast Charger,1230 Chemin Olivier,St-Nicolas,Quebec,46.679622,-71.345668,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2019-11-01
131665,BRCC - Donnacona - Normandin,200 Route 138,Donnacona,Quebec,46.681414,-71.729563,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-18
191684,BRCC - Grandes-Piles - Halte 5e avenue,685 5e Avenue,Grandes-Piles,Quebec,46.68814975,-72.72683016,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-07-01
188989,BRCC - St-Nicolas - Halte,800 Autoroute Jean-Lesage,Saint-Nicolas,Quebec,46.69782408,-71.29949176,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-04-30
153244,efficiencyPEI - Oleary,1037 O'Leary Road,O'Leary,Prince Edward Island,46.7170096,-64.1669795,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2020-02-01
150393,BRCC - Temiscaming - Desjardins,467 Chemin Kipawa,Témiscaming,Quebec,46.721022,-79.095468,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-12-20
167242,BRCC - Neuville - Shell,580 2e rang,Neuville,Quebec,46.722775,-71.603566,Circuit électrique,6,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-10-02
192919,St-Romuald,"600 RUE DE LA CONCORDE,",Quebec,Quebec,46.72918,-71.27564,Electrify Canada,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-07-16
122321,St. Romuald Plaza - Tesla Supercharger,1040-1042 1060 de Ia Rive Sud Boulevard,Levis,Quebec,46.730319,-71.26823,Tesla,10,0.0,TESLA,Public,24 hours daily; for Tesla use only,2019-03-01
147133,BRCC - Montcerf-Lytton,2 route 117,Montcerf-Lytton,Quebec,46.730933,-76.075556,Circuit électrique,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-10-22
210395,Tous les jours,"1060, boul. Guillaume-Couture",Lévis,Quebec,46.73112092,-71.26740772,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
165698,BRCC - Saint-Tite - Shell,"655, Québec 153",Saint-Tite,Quebec,46.7313872,-72.5719262,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-08-28
131123,BRCC - Lévis - Complexe Pôle-Sud,1190 rue de Courchevel,Lévis,Quebec,46.731446,-71.26335,Circuit électrique,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
210398,Tous les jours,"201, De La Falaise",Temiscaming,Quebec,46.73438035,-79.06437282,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
145716,NBP - Johnsons Pharmacy,16 F Tribe road,Perth Andover,New Brunswick,46.746298,-67.713194,eCharge Network,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2017-07-27
210416,Tous les jours,3373 rue de l'Hêtrière,Saint-Augustin-de-Desmaures,Quebec,46.75743983,-71.37724829,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
129872,2450 Boulevard Laurier,2450 Boulevard Laurier,Québec,Quebec,46.772694,-71.280865,FLO,2,12.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
131135,BRCC - St-Hubert - Jules-Verne,1550 avenue Jules-Verne,Ste-Foy,Quebec,46.7786293,-71.3508606,Circuit électrique,3,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
166228,BRCC - Lévis - Normandin,"206, Route du Président-Kennedy",Lévis,Quebec,46.779185,-71.154749,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-09-05
163050,DC FAST DC FAST 01,5225 Rue Louis-H.-La Fontaine,Lévis,Quebec,46.780249,-71.16523,ChargePoint Network,1,0.0,J1772COMBO,Public,24 hours daily,2020-06-12
131143,BRCC - AddÉnergie,2327 boul. Versant Nord,Québec,Quebec,46.79125,-71.287345,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
122185,Marlin Chevrolet,2145 rue Frank-Carrel,Quebec,Quebec,46.794686,-71.277558,Non-Networked,1,0.0,J1772COMBO,Public,7:30am-5pm M-F; for client use only,2019-04-30
231128,BRCC - Kennedy - St Hubert,49A Rte du Président Kennedy,Lévis,Quebec,46.796081,-71.1780785,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-10-01
129882,2800 rue Louis-Lumière,2800 rue Louis-Lumière,Québec,Quebec,46.796688,-71.314842,FLO,2,4.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
220971,AddÉnergie - Laboratoire,696 avenue sainte-brigitte,sainte-brigitte-de-laval,Quebec,46.796938,-71.314813,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-06-08
167720,BRCC - St-Raphael - Shell,"373, Boulevard Saint-Pierre",Saint-Raphaël,Quebec,46.7988683,-70.7584398,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-10-23
143119,Groupe Harnois - Esso Wilfrid-Hamel,5105 boul. Wilfrid-Hamel,Québec,Quebec,46.802799,-71.331,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-08-14
149391,BRCC - Ancienne-Lorette - Normandin,5146 boulevard Wilfrid-Hamel,Québec,Quebec,46.803316,-71.332133,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-11-21
158079,IGA,5005 Boul de l'Ormière,Québec,Quebec,46.81753,-71.33326,Non-Networked,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-07-20
218913,IGA - Tesla Supercharger,5005 Bd de l'Ormière,Les Saules,Quebec,46.817637,-71.333466,Tesla,8,0.0,TESLA,Public - Credit card at all times,24 hours daily,2022-05-13
131155,BRCC - Ville de Québec - Pointe-aux-Lièvres,25 rue de la Pointe-aux-Lièvres,Quebec,Quebec,46.821589,-71.237032,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
149796,5401 boul. des Galeries,5401 boul. des Galeries,Québec,Quebec,46.830809,-71.29942,Circuit électrique,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-12-07
84280,Galeries de la Capitale,5401 Blvd des Galeries #110,Quebec,Quebec,46.831374,-71.300736,Non-Networked,1,1.0,CHADEMO J1772,Public,24 hours daily,2016-12-05
129903,Simons - Galeries de la Capitale,5401 boulevard des Galeries,Québec,Quebec,46.831724,-71.298731,FLO,1,2.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
131162,BRCC - Oxford Properties - Galeries de la Capitale,5401 boul. des Galeries,Québec,Quebec,46.831753,-71.30031,Circuit électrique,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
131165,444 rue Bouvier,444 rue Bouvier,Québec,Quebec,46.83786,-71.269396,Circuit électrique,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
202647,IGA - Tesla Supercharger,5555 boul. des Gardins,Lebourgneuf,Quebec,46.840259,-71.276797,Tesla,8,0.0,TESLA,Public - Credit card at all times,24 hours daily,2021-12-11
201267,IGA Extra Lebourgneuf,5555 boul. des Gradins,Quebec,Quebec,46.84064293,-71.27751494,ChargePoint Network,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-04
210391,Tous les jours,"5555, boul. des Gradins",Lebourgneuf,Quebec,46.840865,-71.276114,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
193095,ECOIGA-CAN CHAUVEAU,2295 ave Chauveau,Quebec,Quebec,46.842403,-71.327218,ChargePoint Network,2,0.0,CHADEMO,Public,24 hours daily,2021-07-20
150363,BRCC - Ste-Catherine-de-la-Jacques-Cartier - Normandin,4756 route de Fossambault,Ste-Catherine-de-la-Jacques-Cartier,Quebec,46.8466547,-71.6179956,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-12-19
131170,3410 boul. Ste-Anne,3410 boul. Ste-Anne,Québec,Quebec,46.852841,-71.195944,Circuit électrique,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
188982,BRCC - Orsainville - Couche-Tard - Henri Bourassa,"14045, Boulevard Henri-Bourassa",Québec,Quebec,46.8797428,-71.2862609,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-04-30
158078,Normandin,15021 boul. Henri-Bourassa,Orsainville,Quebec,46.8814387,-71.2900166,Non-Networked,3,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
165693,Édifice 019,190 rue Dubé Édifice 019 - Base CANEX,Shannon,Quebec,46.888031,-71.50482,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-08-28
154469,BRCC - Trois-Rives - Hôtel Marineau 1,3911 route 155,Saint-Roch-de-Mékinac,Quebec,46.89940427,-72.9282161,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-03-13
180431,BORNES LANGLOIS CHARGEUR RAPIDE,6090 Boulevard Sainte-Anne,L'Ange-Gardien,Quebec,46.907223,-71.105091,ChargePoint Network,1,0.0,J1772COMBO,Public,24 hours daily,2021-01-27
145660,BRCC - Montmagny Crevier,90 route Jean-Baptiste-Casault,Montmagny,Quebec,46.940315,-70.656073,Circuit électrique,6,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-09-28
196513,BRCC - St-Pamphile-Halte Multi-Services,550 route Elgin Nord,Saint-Pamphile,Quebec,46.96961091,-69.79111493,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-09-30
131190,BRCC - Ville de Montmagny – IGA Extra,70 Boulevard Taché O,Montmagny,Quebec,46.97988,-70.568088,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
131192,BRCC - Stoneham-et-Tewkesbury - Les Halles de Stoneham,2 Avenue Tewkesbury,Stoneham-et-Tewkesbury,Quebec,46.98263,-71.36682,Circuit électrique,3,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
158487,VOLKSSHOWROOM DC FAST 01,349 King George Hwy,Miramichi,New Brunswick,46.989075,-65.57614,ChargePoint Network,1,0.0,J1772COMBO,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2020-06-03
192738,BRCC - St-Hubert - Sainte-Anne-De-Beaupré,9752 boul. Sainte-Anne,Sainte-Anne-De-Beaupré,Quebec,47.019613,-70.932767,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-07-10
145713,NBP - Northumberland Square Mall,2433 King George Highway,Miramichi,New Brunswick,47.029254,-65.493763,eCharge Network,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2017-12-14
223367,Newfoundland Power Inc.,88 Baltimore Drive,Ferryland,Newfoundland,47.0308852,-52.9018423,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
146569,Petro-Canada EV Fast Charger / Petro-Canada Recharge Rapide VÉ,315 rue Ouellette,Grand Falls,New Brunswick,47.0377347,-67.7703592,PETROCAN,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-10-02
196442,BRCC - Sepaq Le Domaine,"km 330, route 117",Montcerf-Lytton,Quebec,47.040782,-76.534342,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-09-28
191463,BRCC - Beaupré - Couche-Tard,11005 Ste-Anne,Beaupré,Quebec,47.042825,-70.896151,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-06-24
201341,Daily Bread Groceries and More,6722 ON-11,Temagami,Ontario,47.06416185,-79.79102825,Non-Networked,3,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-09
145715,NBP - IOL St. André,121 Route 255,St Andre,New Brunswick,47.070187,-67.755445,eCharge Network,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2017-08-09
158320,NB Power,Route 2,St.André,New Brunswick,47.08949,-67.83122,Non-Networked,1,0.0,CHADEMO,Public,24 hours daily,2020-03-01
131200,BRCC - Corporation sentier des caps,2 rue Leclerc,St-Tite-des-Caps,Quebec,47.140823,-70.769299,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
122277,Irving Oil - Tesla Supercharger,382 Rue Saint Jean,Saint Leonard,New Brunswick,47.168758,-67.918038,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2019-03-01
223362,Newfoundland Power Inc.,28 Harris Drive,Marystown,Newfoundland,47.1756157,-55.1615933,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
150760,Petro-Canada Recharge Rapide VÉ / Petro-Canada EV Fast Charger,704 rue de l'Église,St-Jean-Port-Joli,Quebec,47.1934649,-70.2401712,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-01
129914,Esso - Proxi St-Jean-Port-Joli,"699, route de l'Église",St-Jean-Port-Joli,Quebec,47.194119,-70.239368,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
149430,BRCC - Halte - Seigneurie,"483, Route de la Seigneurie",Saint-Roch-des-Aulnaies,Quebec,47.317656,-70.13896,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-11-22
223364,Newfoundland Power Inc.,110 Main Road,Trepassey,Newfoundland,47.3188486,-52.8213211,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
150483,BRCC - Ville-Marie - Desjardins,51 rue Sainte-Anne,Ville-Marie,Quebec,47.331746,-79.438156,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-12-21
